rank,lemma,PoS,freq,perMil,%caps,%allC,range,disp,blog,web,TVM,spok,fic,mag,news,acad,blogPM,webPM,TVMPM,spokPM,ficPM,magPM,newsPM,acadPM
58825,axiomatically,r,48,0.05,0.02,0.00,0.00,0.75,10,9,1,1,5,4,1,17,0.08,0.07,0.01,0.01,0.04,0.03,0.01,0.14
58835,colorimetric,j,48,0.05,0.06,0.00,0.00,0.49,5,7,0,0,0,0,0,36,0.04,0.05,0.00,0.00,0.00,0.00,0.00,0.30
58845,androcentric,j,48,0.05,0.02,0.00,0.00,0.50,2,6,0,1,11,6,0,22,0.02,0.05,0.00,0.01,0.09,0.05,0.00,0.18
58855,ball-bearing,j,48,0.05,0.02,0.00,0.00,0.72,2,1,3,0,8,23,6,5,0.02,0.01,0.02,0.00,0.07,0.18,0.05,0.04
58865,short-season,j,48,0.05,0.08,0.00,0.00,0.67,6,6,0,0,0,17,15,4,0.05,0.05,0.00,0.00,0.00,0.13,0.12,0.03
58875,smush,v,48,0.05,0.13,0.00,0.00,0.77,3,7,18,5,4,9,2,0,0.02,0.05,0.14,0.04,0.03,0.07,0.02,0.00
58885,lacklustre,j,48,0.05,0.00,0.00,0.00,0.73,29,6,4,0,4,2,2,1,0.23,0.05,0.03,0.00,0.03,0.02,0.02,0.01
58895,linux-based,j,48,0.05,1.00,0.00,0.00,0.72,7,12,0,1,0,21,6,2,0.06,0.09,0.00,0.01,0.00,0.17,0.05,0.02
58905,enviably,r,48,0.05,0.02,0.00,0.00,0.75,2,2,1,1,16,14,6,6,0.02,0.02,0.01,0.01,0.14,0.11,0.05,0.05
58915,electron-hole,j,48,0.05,0.04,0.00,0.00,0.29,0,2,0,0,0,4,0,42,0.00,0.02,0.00,0.00,0.00,0.03,0.00,0.35
58925,sabayon,n,48,0.05,0.33,0.02,0.00,0.57,7,10,2,0,0,14,15,0,0.06,0.08,0.02,0.00,0.00,0.11,0.12,0.00
58935,interrogatory,j,48,0.05,0.02,0.00,0.00,0.74,0,11,1,8,14,7,3,4,0.00,0.09,0.01,0.06,0.12,0.06,0.02,0.03
58945,thin-crust,j,48,0.05,0.00,0.00,0.00,0.71,2,4,3,2,4,16,17,0,0.02,0.03,0.02,0.02,0.03,0.13,0.14,0.00
58955,turfgrass,n,48,0.05,0.08,0.00,0.00,0.65,0,5,0,0,2,26,8,7,0.00,0.04,0.00,0.00,0.02,0.21,0.07,0.06
58965,white-shoe,j,48,0.05,0.04,0.02,0.00,0.76,5,3,6,1,10,10,8,5,0.04,0.02,0.05,0.01,0.08,0.08,0.07,0.04
58975,long-stalled,j,48,0.05,0.00,0.00,0.00,0.74,3,8,0,7,0,7,20,3,0.02,0.06,0.00,0.06,0.00,0.06,0.16,0.03
58985,screwworm,n,48,0.05,0.06,0.00,0.00,0.37,2,0,3,0,0,14,0,29,0.02,0.00,0.02,0.00,0.00,0.11,0.00,0.24
58995,securing,n,48,0.05,0.00,0.00,0.00,0.72,5,11,0,3,0,3,5,21,0.04,0.09,0.00,0.02,0.00,0.02,0.04,0.18
59005,consolatory,j,48,0.05,0.00,0.00,0.00,0.70,2,15,0,0,8,5,1,17,0.02,0.12,0.00,0.00,0.07,0.04,0.01,0.14
59015,fire-prone,j,48,0.05,0.00,0.00,0.00,0.65,5,1,0,5,0,11,9,17,0.04,0.01,0.00,0.04,0.00,0.09,0.07,0.14
59025,medium-weight,j,48,0.05,0.00,0.00,0.00,0.67,0,4,0,0,2,34,1,7,0.00,0.03,0.00,0.00,0.02,0.27,0.01,0.06
59035,frappe,n,48,0.05,0.10,0.00,0.00,0.70,2,6,12,7,4,5,3,9,0.02,0.05,0.09,0.06,0.03,0.04,0.02,0.08
59045,chiffonade,n,48,0.05,0.00,0.00,0.00,0.59,1,0,2,6,1,4,34,0,0.01,0.00,0.02,0.05,0.01,0.03,0.28,0.00
59055,plasticine,n,48,0.05,0.25,0.06,0.00,0.57,7,8,0,1,15,14,0,3,0.06,0.06,0.00,0.01,0.13,0.11,0.00,0.03
59065,observationally,r,48,0.05,0.08,0.00,0.00,0.67,12,14,1,0,0,8,1,12,0.10,0.11,0.01,0.00,0.00,0.06,0.01,0.10
59075,non-literate,j,48,0.05,0.00,0.00,0.00,0.52,1,4,0,0,1,2,0,40,0.01,0.03,0.00,0.00,0.01,0.02,0.00,0.33
59085,precip,n,48,0.05,0.08,0.00,0.00,0.71,19,7,1,6,2,11,1,1,0.15,0.05,0.01,0.05,0.02,0.09,0.01,0.01
59095,desalinated,j,48,0.05,0.10,0.00,0.00,0.69,8,5,1,1,2,12,0,19,0.06,0.04,0.01,0.01,0.02,0.10,0.00,0.16
59105,ceiling-mounted,j,47,0.05,0.09,0.02,0.00,0.71,2,0,0,0,10,17,8,10,0.02,0.00,0.00,0.00,0.08,0.13,0.07,0.08
59115,reopened,j,47,0.05,0.00,0.00,0.00,0.75,1,3,1,4,7,13,12,6,0.01,0.02,0.01,0.03,0.06,0.10,0.10,0.05
59125,carnelian,n,47,0.05,0.06,0.00,0.00,0.71,1,4,0,0,17,13,3,9,0.01,0.03,0.00,0.00,0.14,0.10,0.02,0.08
59135,disposability,n,47,0.05,0.02,0.00,0.00,0.70,14,4,0,2,2,10,5,10,0.11,0.03,0.00,0.02,0.02,0.08,0.04,0.08
59145,blue-and-yellow,j,47,0.05,0.02,0.00,0.00,0.74,0,1,0,0,18,12,13,3,0.00,0.01,0.00,0.00,0.15,0.10,0.11,0.03
59155,decertification,n,47,0.05,0.02,0.00,0.00,0.69,6,7,1,10,0,7,10,6,0.05,0.05,0.01,0.08,0.00,0.06,0.08,0.05
59165,freeze-up,n,47,0.05,0.00,0.00,0.00,0.70,5,8,1,2,8,12,0,11,0.04,0.06,0.01,0.02,0.07,0.10,0.00,0.09
59175,highlife,n,47,0.05,0.17,0.02,0.00,-0.02,0,2,4,1,6,3,2,29,0.00,0.02,0.03,0.01,0.05,0.02,0.02,0.24
59185,worst-kept,j,47,0.05,0.11,0.00,0.00,0.76,4,3,5,8,1,8,18,0,0.03,0.02,0.04,0.06,0.01,0.06,0.15,0.00
59195,cremains,n,47,0.05,0.00,0.00,0.00,0.45,0,7,4,2,4,6,24,0,0.00,0.05,0.03,0.02,0.03,0.05,0.20,0.00
59205,seismological,j,47,0.05,0.36,0.00,0.00,0.72,5,9,0,3,3,17,3,7,0.04,0.07,0.00,0.02,0.03,0.13,0.02,0.06
59215,scripturally,r,47,0.05,0.04,0.00,0.00,0.69,9,12,1,1,0,4,2,18,0.07,0.09,0.01,0.01,0.00,0.03,0.02,0.15
59225,sawbones,n,47,0.05,0.21,0.00,0.00,0.69,2,2,10,1,17,3,6,6,0.02,0.02,0.08,0.01,0.14,0.02,0.05,0.05
59235,hand-printed,j,47,0.05,0.04,0.00,0.00,0.74,3,4,1,2,16,11,7,3,0.02,0.03,0.01,0.02,0.14,0.09,0.06,0.03
59245,girls-only,j,47,0.05,0.06,0.02,0.00,0.72,4,3,5,1,4,18,3,9,0.03,0.02,0.04,0.01,0.03,0.14,0.02,0.08
59255,internal/external,j,47,0.05,0.13,0.00,0.00,0.68,5,3,0,0,0,3,2,34,0.04,0.02,0.00,0.00,0.00,0.02,0.02,0.28
59265,sulfonamide,n,47,0.05,0.00,0.00,0.00,0.16,5,3,0,0,0,2,1,36,0.04,0.02,0.00,0.00,0.00,0.02,0.01,0.30
59275,eight-item,j,47,0.05,0.00,0.00,0.00,0.55,0,0,0,0,0,0,0,47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39
59285,unreconciled,j,47,0.05,0.00,0.00,0.00,0.75,3,7,1,3,3,5,3,22,0.02,0.05,0.01,0.02,0.03,0.04,0.02,0.18
59295,literarily,r,47,0.05,0.04,0.00,0.00,0.71,3,4,0,1,6,5,4,24,0.02,0.03,0.00,0.01,0.05,0.04,0.03,0.20
59305,unhesitating,j,47,0.05,0.02,0.00,0.00,0.78,8,6,0,0,9,7,5,12,0.06,0.05,0.00,0.00,0.08,0.06,0.04,0.10
59315,lavishness,n,47,0.05,0.02,0.00,0.00,0.77,4,5,0,3,9,6,10,10,0.03,0.04,0.00,0.02,0.08,0.05,0.08,0.08
59325,genitourinary,j,47,0.05,0.04,0.00,0.00,0.65,2,4,0,0,0,11,0,30,0.02,0.03,0.00,0.00,0.00,0.09,0.00,0.25
59335,expressionlessly,r,47,0.05,0.00,0.00,0.00,0.63,1,3,0,0,40,0,2,1,0.01,0.02,0.00,0.00,0.34,0.00,0.02,0.01
59345,archaism,n,47,0.05,0.04,0.00,0.00,0.73,4,8,2,0,6,6,2,19,0.03,0.06,0.02,0.00,0.05,0.05,0.02,0.16
59355,mudstone,n,47,0.05,0.00,0.00,0.00,0.66,7,4,1,0,4,20,1,10,0.06,0.03,0.01,0.00,0.03,0.16,0.01,0.08
59365,immunosuppressed,j,47,0.05,0.00,0.00,0.00,0.63,4,13,0,1,0,3,0,26,0.03,0.10,0.00,0.01,0.00,0.02,0.00,0.22
59375,responsively,r,47,0.05,0.00,0.00,0.00,0.76,7,8,0,2,5,10,1,14,0.06,0.06,0.00,0.02,0.04,0.08,0.01,0.12
59385,b-type,j,47,0.05,1.00,0.00,0.00,0.50,1,6,0,2,3,9,0,26,0.01,0.05,0.00,0.02,0.03,0.07,0.00,0.22
59395,abstractedly,r,47,0.05,0.09,0.00,0.00,0.60,6,2,0,0,37,1,1,0,0.05,0.02,0.00,0.00,0.31,0.01,0.01,0.00
59405,siphonophore,n,47,0.05,0.02,0.00,0.00,-0.13,0,0,0,0,12,33,2,0,0.00,0.00,0.00,0.00,0.10,0.26,0.02,0.00
59415,all-sports,j,47,0.05,0.04,0.00,0.00,0.56,0,0,0,0,1,7,39,0,0.00,0.00,0.00,0.00,0.01,0.06,0.32,0.00
59425,marchesa,n,46,0.05,0.28,0.00,0.00,0.17,2,0,0,3,2,27,3,9,0.02,0.00,0.00,0.02,0.02,0.21,0.02,0.08
59435,accretive,j,46,0.05,0.00,0.00,0.00,0.67,12,12,0,5,0,7,4,6,0.10,0.09,0.00,0.04,0.00,0.06,0.03,0.05
59445,badge,v,46,0.05,0.00,0.00,0.00,0.72,3,5,9,3,9,7,10,0,0.02,0.04,0.07,0.02,0.08,0.06,0.08,0.00
59455,black-and-gold,n,46,0.05,0.00,0.00,0.00,0.73,5,1,1,0,18,6,15,0,0.04,0.01,0.01,0.00,0.15,0.05,0.12,0.00
59465,ring-tailed,j,46,0.05,0.00,0.00,0.00,0.61,1,2,13,0,5,9,14,2,0.01,0.02,0.10,0.00,0.04,0.07,0.11,0.02
59475,time-pressed,j,46,0.05,0.02,0.00,0.00,0.72,3,4,0,1,0,19,19,0,0.02,0.03,0.00,0.01,0.00,0.15,0.16,0.00
59485,musicological,j,46,0.05,0.22,0.00,0.00,0.61,4,6,0,0,1,2,3,30,0.03,0.05,0.00,0.00,0.01,0.02,0.02,0.25
59495,application-specific,j,46,0.05,0.00,0.00,0.00,0.70,11,5,0,0,0,7,0,23,0.09,0.04,0.00,0.00,0.00,0.06,0.00,0.19
59505,pharmacogenomics,n,46,0.05,0.24,0.04,0.00,-0.19,0,3,0,0,0,3,4,36,0.00,0.02,0.00,0.00,0.00,0.02,0.03,0.30
59515,extensional,j,46,0.05,0.07,0.00,0.00,0.53,4,11,0,0,4,1,0,26,0.03,0.09,0.00,0.00,0.03,0.01,0.00,0.22
59525,wanderer,j,46,0.05,0.00,0.00,0.00,0.77,4,7,8,5,11,5,2,4,0.03,0.05,0.06,0.04,0.09,0.04,0.02,0.03
59535,loaned,j,46,0.05,0.07,0.00,0.00,0.72,8,6,0,2,4,8,14,4,0.06,0.05,0.00,0.02,0.03,0.06,0.11,0.03
59545,reconditioned,j,46,0.05,0.07,0.00,0.00,0.61,3,2,1,9,8,14,3,6,0.02,0.02,0.01,0.07,0.07,0.11,0.02,0.05
59555,indrawn,j,46,0.05,0.00,0.00,0.00,0.66,1,2,1,0,41,0,1,0,0.01,0.02,0.01,0.00,0.35,0.00,0.01,0.00
59565,sablefish,n,46,0.05,0.09,0.00,0.00,0.47,0,2,0,0,0,8,9,27,0.00,0.02,0.00,0.00,0.00,0.06,0.07,0.23
59575,transcendently,r,46,0.05,0.02,0.00,0.00,0.74,3,7,0,2,5,14,3,12,0.02,0.05,0.00,0.02,0.04,0.11,0.02,0.10
59585,intraracial,j,46,0.05,0.00,0.00,0.00,0.33,5,14,0,1,0,2,4,20,0.04,0.11,0.00,0.01,0.00,0.02,0.03,0.17
59595,symptomless,j,46,0.05,0.04,0.00,0.00,0.62,1,3,0,1,1,18,1,21,0.01,0.02,0.00,0.01,0.01,0.14,0.01,0.18
59605,historiographer,n,46,0.05,0.24,0.00,0.00,0.57,3,4,1,0,10,1,0,27,0.02,0.03,0.01,0.00,0.08,0.01,0.00,0.23
59615,womenswear,n,46,0.05,0.11,0.00,0.00,0.64,10,1,2,2,0,22,9,0,0.08,0.01,0.02,0.02,0.00,0.17,0.07,0.00
59625,misconstrued,j,46,0.05,0.07,0.00,0.00,0.77,8,5,2,11,1,6,7,5,0.06,0.04,0.02,0.09,0.01,0.05,0.06,0.04
59635,conterminous,j,46,0.05,0.04,0.00,0.00,0.62,1,7,1,0,0,2,1,34,0.01,0.05,0.01,0.00,0.00,0.02,0.01,0.28
59645,crenellated,j,46,0.05,0.02,0.02,0.00,0.68,0,1,0,0,29,13,1,4,0.00,0.01,0.00,0.00,0.25,0.10,0.01,0.03
59655,fetchingly,r,46,0.05,0.00,0.00,0.00,0.74,1,4,0,1,21,9,8,2,0.01,0.03,0.00,0.01,0.18,0.07,0.07,0.02
59665,squatting,n,46,0.05,0.07,0.00,0.00,0.75,9,2,4,1,12,5,4,9,0.07,0.02,0.03,0.01,0.10,0.04,0.03,0.08
59675,violet-blue,j,46,0.05,0.00,0.00,0.00,0.70,1,2,0,0,16,23,3,1,0.01,0.02,0.00,0.00,0.14,0.18,0.02,0.01
59685,stuccoed,j,46,0.05,0.00,0.00,0.00,0.73,1,0,0,0,19,16,5,5,0.01,0.00,0.00,0.00,0.16,0.13,0.04,0.04
59695,freestone,n,46,0.05,0.28,0.02,0.00,0.59,4,2,1,1,4,13,5,16,0.03,0.02,0.01,0.01,0.03,0.10,0.04,0.13
59705,cholangitis,n,46,0.05,0.00,0.00,0.00,0.34,0,2,6,1,0,4,0,33,0.00,0.02,0.05,0.01,0.00,0.03,0.00,0.28
59715,old-looking,j,46,0.05,0.00,0.00,0.00,0.75,1,3,8,5,20,6,3,0,0.01,0.02,0.06,0.04,0.17,0.05,0.02,0.00
59725,diastole,n,46,0.05,0.00,0.00,0.00,0.55,9,4,0,0,4,2,0,27,0.07,0.03,0.00,0.00,0.03,0.02,0.00,0.23
59735,overbooked,j,46,0.05,0.11,0.00,0.00,0.71,1,4,1,11,6,13,10,0,0.01,0.03,0.01,0.09,0.05,0.10,0.08,0.00
59745,butt-ugly,j,46,0.05,0.00,0.00,0.00,0.75,10,1,17,1,12,4,1,0,0.08,0.01,0.13,0.01,0.10,0.03,0.01,0.00
59755,pan-ethnic,j,46,0.05,0.02,0.00,0.00,0.61,0,3,0,0,0,4,2,37,0.00,0.02,0.00,0.00,0.00,0.03,0.02,0.31
59765,chalcedonian,j,45,0.05,1.00,0.00,0.00,0.25,0,19,0,0,0,8,0,18,0.00,0.15,0.00,0.00,0.00,0.06,0.00,0.15
59775,paratha,n,45,0.05,0.27,0.00,0.00,0.57,6,0,10,0,8,4,17,0,0.05,0.00,0.08,0.00,0.07,0.03,0.14,0.00
59785,religious-right,j,45,0.05,0.04,0.00,0.00,0.72,10,10,0,2,0,7,8,8,0.08,0.08,0.00,0.02,0.00,0.06,0.07,0.07
59795,ostracization,n,45,0.05,0.00,0.00,0.00,0.76,17,9,1,3,1,6,3,5,0.14,0.07,0.01,0.02,0.01,0.05,0.02,0.04
59805,nonqualified,j,45,0.05,0.02,0.02,0.00,0.47,9,4,0,0,0,7,20,5,0.07,0.03,0.00,0.00,0.00,0.06,0.16,0.04
59815,broken-off,j,45,0.05,0.04,0.00,0.00,0.70,1,2,1,0,24,11,0,6,0.01,0.02,0.01,0.00,0.20,0.09,0.00,0.05
59825,quarantining,n,45,0.05,0.00,0.00,0.00,0.77,1,5,5,2,5,14,8,5,0.01,0.04,0.04,0.02,0.04,0.11,0.07,0.04
59835,four-square,j,45,0.05,0.02,0.02,44.00,0.75,3,1,2,9,15,7,6,2,0.02,0.01,0.02,0.07,0.13,0.06,0.05,0.02
59845,high-school-age,j,45,0.05,0.00,0.00,44.00,0.76,1,6,1,0,7,9,11,10,0.01,0.05,0.01,0.00,0.06,0.07,0.09,0.08
59855,stabilizing,n,45,0.05,0.00,0.00,0.00,0.72,0,7,1,3,0,9,11,14,0.00,0.05,0.01,0.02,0.00,0.07,0.09,0.12
59865,prickling,n,45,0.05,0.00,0.00,0.00,0.66,0,2,0,0,38,4,1,0,0.00,0.02,0.00,0.00,0.32,0.03,0.01,0.00
59875,cosigner,n,45,0.05,0.00,0.00,26.00,0.57,11,18,4,0,2,9,0,1,0.09,0.14,0.03,0.00,0.02,0.07,0.00,0.01
59885,graffiti-covered,j,45,0.05,0.02,0.00,45.00,0.75,3,1,0,3,11,12,11,4,0.02,0.01,0.00,0.02,0.09,0.10,0.09,0.03
59895,wilhelmine,j,45,0.05,1.00,0.00,27.00,0.39,0,3,0,0,1,9,7,25,0.00,0.02,0.00,0.00,0.01,0.07,0.06,0.21
59905,hittable,j,45,0.05,0.00,0.00,42.00,0.70,13,9,1,1,2,6,12,1,0.10,0.07,0.01,0.01,0.02,0.05,0.10,0.01
59915,two-semester,j,45,0.05,0.00,0.00,38.00,0.67,2,8,0,0,2,4,4,25,0.02,0.06,0.00,0.00,0.02,0.03,0.03,0.21
59925,islamophobia,n,45,0.05,1.00,0.00,35.00,0.63,17,4,0,7,0,6,5,6,0.14,0.03,0.00,0.06,0.00,0.05,0.04,0.05
59935,interpellation,n,45,0.05,0.00,0.00,28.00,0.51,3,1,0,1,1,0,0,39,0.02,0.01,0.00,0.01,0.01,0.00,0.00,0.33
59945,townsite,n,45,0.05,0.13,0.00,0.00,0.08,1,2,0,1,0,8,6,27,0.01,0.02,0.00,0.01,0.00,0.06,0.05,0.23
59955,foam-rubber,j,45,0.05,0.04,0.00,41.00,0.72,0,1,0,0,13,18,12,1,0.00,0.01,0.00,0.00,0.11,0.14,0.10,0.01
59965,rule-of-thumb,j,45,0.05,0.00,0.00,38.00,0.69,10,6,0,0,2,6,2,19,0.08,0.05,0.00,0.00,0.02,0.05,0.02,0.16
59975,impelled,j,45,0.05,0.00,0.00,43.00,0.73,3,6,1,2,10,7,3,13,0.02,0.05,0.01,0.02,0.08,0.06,0.02,0.11
59985,unprivileged,j,45,0.05,0.07,0.00,37.00,0.68,11,17,0,0,3,1,0,13,0.09,0.13,0.00,0.00,0.03,0.01,0.00,0.11
59995,lithographed,j,45,0.05,0.09,0.00,0.00,0.62,1,1,0,0,3,30,1,9,0.01,0.01,0.00,0.00,0.03,0.24,0.01,0.08
60005,underuse,n,45,0.05,0.09,0.00,0.00,0.62,3,7,0,2,1,8,0,24,0.02,0.05,0.00,0.02,0.01,0.06,0.00,0.20
60015,snow-filled,j,45,0.05,0.02,0.00,43.00,0.74,4,1,0,0,17,17,4,2,0.03,0.01,0.00,0.00,0.14,0.13,0.03,0.02
60025,f-sharp,j,45,0.05,1.00,0.00,33.00,0.65,0,1,4,5,3,2,4,26,0.00,0.01,0.03,0.04,0.03,0.02,0.03,0.22
60035,perverseness,n,45,0.05,0.02,0.00,38.00,0.65,4,24,1,2,2,4,2,6,0.03,0.19,0.01,0.02,0.02,0.03,0.02,0.05
60045,dustbuster,n,45,0.05,0.87,0.02,35.00,0.69,6,0,15,1,13,7,3,0,0.05,0.00,0.12,0.01,0.11,0.06,0.02,0.00
60055,namibian,n,45,0.05,1.00,0.00,0.00,0.52,0,2,0,2,2,3,6,30,0.00,0.02,0.00,0.02,0.02,0.02,0.05,0.25
60065,three-foot-tall,j,45,0.05,0.02,0.00,0.00,0.67,4,0,0,4,6,27,2,2,0.03,0.00,0.00,0.03,0.05,0.21,0.02,0.02
60075,bib,v,45,0.05,0.09,0.02,39.00,0.69,2,4,2,3,12,15,6,1,0.02,0.03,0.02,0.02,0.10,0.12,0.05,0.01
60085,assortative,j,45,0.05,0.07,0.00,25.00,0.60,4,8,0,3,0,11,0,19,0.03,0.06,0.00,0.02,0.00,0.09,0.00,0.16
60095,acedia,n,45,0.05,0.20,0.00,0.00,0.34,7,8,0,0,0,25,2,3,0.06,0.06,0.00,0.00,0.00,0.20,0.02,0.03
60105,macroeconomy,n,45,0.05,0.00,0.00,35.00,0.66,8,18,0,4,0,1,2,12,0.06,0.14,0.00,0.03,0.00,0.01,0.02,0.10
60115,african-inspired,j,44,0.04,1.00,0.00,37.00,0.69,1,4,0,2,1,22,9,4,0.01,0.03,0.00,0.02,0.01,0.17,0.07,0.03
60125,slouching,j,44,0.04,0.00,0.00,44.00,0.73,1,5,0,0,23,7,2,6,0.01,0.04,0.00,0.00,0.19,0.06,0.02,0.05
60135,ditsy,j,44,0.04,0.02,0.00,43.00,0.72,3,2,5,6,8,9,9,2,0.02,0.02,0.04,0.05,0.07,0.07,0.07,0.02
60145,mobilizer,n,44,0.04,0.00,0.00,25.00,0.53,2,5,2,3,0,3,2,27,0.02,0.04,0.02,0.02,0.00,0.02,0.02,0.23
60155,black-capped,j,44,0.04,0.23,0.02,39.00,0.71,2,3,1,3,8,19,4,4,0.02,0.02,0.01,0.02,0.07,0.15,0.03,0.03
60165,coffin-like,j,44,0.04,0.00,0.00,41.00,0.73,2,4,1,3,15,8,5,6,0.02,0.03,0.01,0.02,0.13,0.06,0.04,0.05
60175,thymine,n,44,0.04,0.00,0.00,27.00,0.60,0,14,0,1,6,22,0,1,0.00,0.11,0.00,0.01,0.05,0.17,0.00,0.01
60185,dunghill,n,44,0.04,0.00,0.00,37.00,0.69,2,12,6,0,11,2,2,9,0.02,0.09,0.05,0.00,0.09,0.02,0.02,0.08
60195,phalange,n,44,0.04,0.64,0.00,28.00,0.61,8,9,9,3,5,0,1,9,0.06,0.07,0.07,0.02,0.04,0.00,0.01,0.08
60205,expense-account,j,44,0.04,0.02,0.00,44.00,0.74,1,1,1,0,5,18,15,3,0.01,0.01,0.01,0.00,0.04,0.14,0.12,0.03
60215,snowballing,j,44,0.04,0.00,0.00,44.00,0.75,3,6,0,4,6,6,9,10,0.02,0.05,0.00,0.03,0.05,0.05,0.07,0.08
60225,unembellished,j,44,0.04,0.09,0.00,41.00,0.70,3,5,0,1,7,14,7,7,0.02,0.04,0.00,0.01,0.06,0.11,0.06,0.06
60235,ethnobotany,n,44,0.04,0.32,0.00,31.00,0.64,0,4,0,7,1,8,5,19,0.00,0.03,0.00,0.06,0.01,0.06,0.04,0.16
60245,unix-like,j,44,0.04,1.00,0.00,28.00,0.57,9,24,0,1,0,4,0,6,0.07,0.19,0.00,0.01,0.00,0.03,0.00,0.05
60255,rubber-coated,j,44,0.04,0.02,0.00,40.00,0.71,3,5,0,5,6,12,11,2,0.02,0.04,0.00,0.04,0.05,0.10,0.09,0.02
60265,five-foot-tall,j,44,0.04,0.00,0.00,44.00,0.77,1,1,1,3,13,20,2,3,0.01,0.01,0.01,0.02,0.11,0.16,0.02,0.03
60275,intellection,n,44,0.04,0.05,0.00,31.00,0.58,16,3,0,1,1,8,0,15,0.13,0.02,0.00,0.01,0.01,0.06,0.00,0.13
60285,golf-ball,j,44,0.04,0.07,0.00,31.00,0.56,6,1,1,2,2,17,14,1,0.05,0.01,0.01,0.02,0.02,0.13,0.11,0.01
60295,hospitably,r,44,0.04,0.05,0.00,43.00,0.74,2,13,0,3,6,9,3,8,0.02,0.10,0.00,0.02,0.05,0.07,0.02,0.07
60305,hanseatic,j,44,0.04,1.00,0.00,32.00,0.67,4,1,0,0,5,16,4,14,0.03,0.01,0.00,0.00,0.04,0.13,0.03,0.12
60315,look-back,n,44,0.04,0.00,0.00,31.00,0.51,6,11,1,5,2,1,5,13,0.05,0.09,0.01,0.04,0.02,0.01,0.04,0.11
60325,misconceived,j,44,0.04,0.00,0.00,44.00,0.75,10,4,0,0,2,7,8,13,0.08,0.03,0.00,0.00,0.02,0.06,0.07,0.11
60335,containable,j,44,0.04,0.00,0.00,44.00,0.76,5,1,7,5,10,5,6,5,0.04,0.01,0.05,0.04,0.08,0.04,0.05,0.04
60345,compulsiveness,n,44,0.04,0.02,0.00,42.00,0.73,7,6,3,2,4,9,4,9,0.06,0.05,0.02,0.02,0.03,0.07,0.03,0.08
60355,special-ops,n,44,0.04,0.20,0.05,31.00,0.57,0,2,2,2,16,18,4,0,0.00,0.02,0.02,0.02,0.14,0.14,0.03,0.00
60365,merrymaker,n,44,0.04,0.00,0.00,38.00,0.70,5,1,2,2,17,7,5,5,0.04,0.01,0.02,0.02,0.14,0.06,0.04,0.04
60375,high-decibel,j,44,0.04,0.02,0.00,44.00,0.76,1,3,0,4,7,13,14,2,0.01,0.02,0.00,0.03,0.06,0.10,0.11,0.02
60385,stomper,n,44,0.04,0.48,0.02,27.00,0.49,20,1,9,1,2,8,3,0,0.16,0.01,0.07,0.01,0.02,0.06,0.02,0.00
60395,clayey,j,44,0.04,0.00,0.00,38.00,0.70,2,1,0,1,17,7,1,15,0.02,0.01,0.00,0.01,0.14,0.06,0.01,0.13
60405,poisson,n,44,0.04,0.00,0.00,35.00,0.69,3,3,7,0,7,1,0,23,0.02,0.02,0.05,0.00,0.06,0.01,0.00,0.19
60415,debauch,n,44,0.04,0.07,0.00,42.00,0.76,1,5,4,0,12,8,8,6,0.01,0.04,0.03,0.00,0.10,0.06,0.07,0.05
60425,blowpipe,n,44,0.04,0.14,0.00,34.00,0.69,2,0,4,0,19,9,6,4,0.02,0.00,0.03,0.00,0.16,0.07,0.05,0.03
60435,prelapsarian,j,44,0.04,0.00,0.00,37.00,0.68,2,1,0,0,4,7,0,30,0.02,0.01,0.00,0.00,0.03,0.06,0.00,0.25
60445,reductionistic,j,44,0.04,0.07,0.00,37.00,0.67,4,13,0,0,0,6,0,21,0.03,0.10,0.00,0.00,0.00,0.05,0.00,0.18
60455,overdramatize,v,44,0.04,0.00,0.00,43.00,0.72,3,1,4,15,3,5,10,3,0.02,0.01,0.03,0.12,0.03,0.04,0.08,0.03
60465,overfished,j,43,0.04,0.16,0.00,34.00,0.67,1,1,1,2,2,12,15,9,0.01,0.01,0.01,0.02,0.02,0.10,0.12,0.08
60475,reseat,v,43,0.04,0.00,0.00,38.00,0.69,2,6,2,1,21,6,1,4,0.02,0.05,0.02,0.01,0.18,0.05,0.01,0.03
