rank,lemma,PoS,freq,perMil,%caps,%allC,range,disp,blog,web,TVM,spok,fic,mag,news,acad,blogPM,webPM,TVMPM,spokPM,ficPM,magPM,newsPM,acadPM
16285,screaming,j,1513,1.52,0.11,0.03,0.00,0.94,184,172,161,128,468,208,166,26,1.48,1.34,1.26,1.01,3.96,1.65,1.36,0.22
16295,lair,n,1510,1.52,0.13,0.04,0.00,0.92,100,201,455,25,449,142,91,47,0.80,1.56,3.55,0.20,3.79,1.13,0.75,0.39
16305,silo,n,1509,1.52,0.04,0.02,0.00,0.93,195,167,185,86,305,202,219,150,1.57,1.30,1.44,0.68,2.58,1.60,1.80,1.25
16315,notch,v,1508,1.52,0.23,0.00,0.00,0.91,216,179,109,53,130,435,316,70,1.74,1.39,0.85,0.42,1.10,3.45,2.60,0.58
16325,masse,r,1505,1.52,0.00,0.00,0.00,0.95,264,228,30,110,146,328,238,161,2.12,1.77,0.23,0.87,1.23,2.60,1.95,1.34
16335,wayward,j,1503,1.51,0.05,0.01,0.00,0.94,131,157,114,62,390,306,220,123,1.05,1.22,0.89,0.49,3.30,2.43,1.81,1.03
16345,profiling,n,1500,1.51,0.00,0.00,0.00,0.86,210,203,59,434,18,150,218,208,1.69,1.58,0.46,3.44,0.15,1.19,1.79,1.74
16355,macroeconomic,j,1499,1.51,0.01,0.00,0.00,0.81,203,211,3,52,0,129,65,836,1.63,1.64,0.02,0.41,0.00,1.02,0.53,6.98
16365,nervousness,n,1496,1.51,0.02,0.00,0.00,0.93,128,170,54,177,451,208,168,140,1.03,1.32,0.42,1.40,3.81,1.65,1.38,1.17
16375,father,v,1495,1.51,0.02,0.00,0.00,0.93,105,153,169,168,304,261,217,118,0.85,1.19,1.32,1.33,2.57,2.07,1.78,0.99
16385,choreograph,v,1494,1.50,0.02,0.00,0.00,0.93,119,134,109,206,147,233,437,109,0.96,1.04,0.85,1.63,1.24,1.85,3.59,0.91
16395,siphon,v,1492,1.50,0.02,0.00,0.00,0.94,198,176,125,125,128,304,318,117,1.59,1.37,0.98,0.99,1.08,2.41,2.61,0.98
16405,win-win,j,1491,1.50,0.07,0.01,0.00,0.95,347,225,184,142,50,167,201,175,2.79,1.75,1.44,1.13,0.42,1.32,1.65,1.46
16415,practise,v,1489,1.50,0.04,0.00,0.00,0.91,243,428,363,3,78,167,4,203,1.96,3.33,2.83,0.02,0.66,1.32,0.03,1.69
16425,gingerbread,n,1488,1.50,0.27,0.03,0.00,0.87,123,227,176,96,329,282,239,16,0.99,1.76,1.37,0.76,2.78,2.24,1.96,0.13
16435,bathrobe,n,1487,1.50,0.01,0.01,0.00,0.84,39,47,144,92,925,153,73,14,0.31,0.37,1.12,0.73,7.82,1.21,0.60,0.12
16445,prepaid,j,1485,1.50,0.09,0.00,0.00,0.91,312,328,109,65,51,256,247,117,2.51,2.55,0.85,0.52,0.43,2.03,2.03,0.98
16455,concoction,n,1484,1.49,0.01,0.00,0.00,0.93,147,138,72,85,287,375,309,71,1.18,1.07,0.56,0.67,2.43,2.97,2.54,0.59
16465,breakfast,v,1482,1.49,0.15,0.01,0.00,0.94,96,102,434,83,390,225,133,19,0.77,0.79,3.39,0.66,3.30,1.78,1.09,0.16
16475,headquarter,v,1480,1.49,0.07,0.00,0.00,0.93,187,213,16,107,55,316,427,160,1.50,1.66,0.12,0.85,0.46,2.51,3.51,1.34
16485,synopsis,n,1478,1.49,0.22,0.03,0.00,0.90,324,465,28,108,59,113,90,282,2.61,3.62,0.22,0.86,0.50,0.90,0.74,2.35
16495,wiki,n,1476,1.49,0.14,0.00,0.00,0.76,510,438,9,9,11,59,14,426,4.10,3.41,0.07,0.07,0.09,0.47,0.11,3.56
16505,tycoon,n,1475,1.49,0.13,0.01,0.00,0.93,156,127,111,146,166,342,368,59,1.26,0.99,0.87,1.16,1.40,2.71,3.02,0.49
16515,abject,j,1472,1.48,0.03,0.00,0.00,0.94,329,239,64,113,223,156,119,229,2.65,1.86,0.50,0.90,1.88,1.24,0.98,1.91
16525,scot,n,1471,1.48,0.99,0.01,0.00,0.84,116,161,59,94,278,326,176,261,0.93,1.25,0.46,0.75,2.35,2.59,1.45,2.18
16535,dissection,n,1470,1.48,0.05,0.00,0.00,0.84,109,146,108,37,132,119,90,729,0.88,1.14,0.84,0.29,1.12,0.94,0.74,6.09
16545,violinist,n,1468,1.48,0.03,0.00,0.00,0.92,89,138,102,177,241,127,452,142,0.72,1.07,0.80,1.40,2.04,1.01,3.71,1.19
16555,roi,n,1466,1.48,1.00,0.80,0.00,0.80,628,402,7,7,130,59,28,205,5.05,3.13,0.05,0.06,1.10,0.47,0.23,1.71
16565,impassioned,j,1465,1.48,0.02,0.00,0.00,0.95,157,183,42,182,174,284,293,150,1.26,1.42,0.33,1.44,1.47,2.25,2.41,1.25
16575,whisky,n,1462,1.47,0.15,0.01,0.00,0.89,106,157,290,37,453,231,141,47,0.85,1.22,2.26,0.29,3.83,1.83,1.16,0.39
16585,vouch,v,1461,1.47,0.00,0.00,0.00,0.96,224,148,423,141,198,123,141,63,1.80,1.15,3.30,1.12,1.67,0.98,1.16,0.53
16595,re-entry,n,1460,1.47,0.07,0.00,0.00,0.92,131,172,148,197,133,227,218,234,1.05,1.34,1.16,1.56,1.12,1.80,1.79,1.95
16605,prowl,v,1459,1.47,0.02,0.00,0.00,0.91,68,100,107,72,558,306,211,37,0.55,0.78,0.84,0.57,4.72,2.43,1.73,0.31
16615,mug,v,1457,1.47,0.04,0.00,0.00,0.94,156,120,338,183,272,165,168,55,1.26,0.93,2.64,1.45,2.30,1.31,1.38,0.46
16625,errant,j,1455,1.47,0.04,0.00,0.00,0.93,140,183,41,45,357,300,270,119,1.13,1.42,0.32,0.36,3.02,2.38,2.22,0.99
16635,turquoise,j,1454,1.46,0.08,0.01,0.00,0.89,96,79,64,47,598,319,198,53,0.77,0.61,0.50,0.37,5.05,2.53,1.63,0.44
16645,geothermal,j,1451,1.46,0.08,0.01,0.00,0.86,324,216,40,104,23,337,159,248,2.61,1.68,0.31,0.82,0.19,2.67,1.31,2.07
16655,site,v,1449,1.46,0.12,0.01,0.00,0.92,414,289,29,79,47,235,140,216,3.33,2.25,0.23,0.63,0.40,1.86,1.15,1.80
16665,underpinning,n,1448,1.46,0.01,0.00,0.00,0.91,189,173,12,102,46,224,171,531,1.52,1.35,0.09,0.81,0.39,1.78,1.40,4.43
16675,foreshadow,v,1446,1.46,0.02,0.00,0.00,0.92,165,270,22,74,74,241,179,421,1.33,2.10,0.17,0.59,0.63,1.91,1.47,3.51
16685,consequent,j,1445,1.46,0.01,0.00,0.00,0.84,140,247,2,8,42,121,41,844,1.13,1.92,0.02,0.06,0.35,0.96,0.34,7.05
16695,lonesome,j,1443,1.45,0.18,0.01,0.00,0.92,75,162,305,93,450,166,153,39,0.60,1.26,2.38,0.74,3.80,1.32,1.26,0.33
16705,caviar,n,1441,1.45,0.06,0.01,0.00,0.89,54,86,280,165,203,270,344,39,0.43,0.67,2.19,1.31,1.72,2.14,2.83,0.33
16715,constitutionality,n,1439,1.45,0.05,0.00,0.00,0.89,209,291,12,140,2,105,232,448,1.68,2.26,0.09,1.11,0.02,0.83,1.91,3.74
16725,altercation,n,1437,1.45,0.01,0.00,0.00,0.91,165,192,178,215,132,132,364,59,1.33,1.49,1.39,1.70,1.12,1.05,2.99,0.49
16735,semi-automatic,j,1435,1.45,0.02,0.00,0.00,0.91,121,167,105,360,123,170,324,65,0.97,1.30,0.82,2.85,1.04,1.35,2.66,0.54
16745,non-native,j,1434,1.44,0.04,0.00,0.00,0.79,83,110,6,40,26,181,137,851,0.67,0.86,0.05,0.32,0.22,1.44,1.13,7.10
16755,saber,n,1432,1.44,0.24,0.03,0.00,0.91,144,152,169,112,355,210,138,152,1.16,1.18,1.32,0.89,3.00,1.67,1.13,1.27
16765,distal,j,1432,1.44,0.03,0.00,0.00,0.74,37,142,73,3,13,25,3,1136,0.30,1.10,0.57,0.02,0.11,0.20,0.02,9.48
16775,molasses,n,1430,1.44,0.07,0.01,0.00,0.89,115,106,85,51,258,429,253,133,0.93,0.82,0.66,0.40,2.18,3.40,2.08,1.11
16785,triplet,n,1429,1.44,0.16,0.03,0.00,0.85,103,132,142,253,145,183,172,299,0.83,1.03,1.11,2.01,1.23,1.45,1.41,2.50
16795,decaying,j,1427,1.44,0.01,0.00,0.00,0.94,131,178,79,58,342,262,191,186,1.05,1.38,0.62,0.46,2.89,2.08,1.57,1.55
16805,deep-water,j,1426,1.44,0.53,0.04,0.00,0.80,152,210,52,156,35,258,311,252,1.22,1.63,0.41,1.24,0.30,2.05,2.55,2.10
16815,wow,v,1423,1.43,0.06,0.00,0.00,0.93,260,232,98,115,69,360,274,15,2.09,1.80,0.77,0.91,0.58,2.86,2.25,0.13
16825,consul,n,1422,1.43,0.34,0.01,0.00,0.91,91,271,205,89,131,187,202,246,0.73,2.11,1.60,0.71,1.11,1.48,1.66,2.05
16835,leisurely,j,1420,1.43,0.01,0.01,0.00,0.92,107,130,46,48,325,414,239,111,0.86,1.01,0.36,0.38,2.75,3.28,1.96,0.93
16845,unfriendly,j,1418,1.43,0.03,0.00,0.00,0.94,175,224,91,98,270,186,180,194,1.41,1.74,0.71,0.78,2.28,1.48,1.48,1.62
16855,summons,n,1416,1.43,0.03,0.00,0.00,0.91,105,268,137,62,417,145,151,131,0.85,2.08,1.07,0.49,3.52,1.15,1.24,1.09
16865,knitting,n,1415,1.42,0.11,0.00,0.00,0.91,280,186,108,79,420,174,135,33,2.25,1.45,0.84,0.63,3.55,1.38,1.11,0.28
16875,contraceptive,j,1414,1.42,0.06,0.01,0.00,0.88,248,302,14,106,18,224,135,367,2.00,2.35,0.11,0.84,0.15,1.78,1.11,3.06
16885,intifada,n,1412,1.42,0.34,0.01,0.00,0.75,90,139,16,153,19,176,139,680,0.72,1.08,0.12,1.21,0.16,1.40,1.14,5.68
16895,illustrative,j,1411,1.42,0.09,0.01,0.00,0.80,299,237,7,46,42,98,66,616,2.41,1.84,0.05,0.36,0.35,0.78,0.54,5.14
16905,awning,n,1410,1.42,0.05,0.01,0.00,0.68,34,321,35,35,631,171,160,23,0.27,2.50,0.27,0.28,5.33,1.36,1.31,0.19
16915,apprehensive,j,1409,1.42,0.02,0.00,0.00,0.94,117,131,72,179,347,176,191,196,0.94,1.02,0.56,1.42,2.93,1.40,1.57,1.64
16925,stub,n,1407,1.42,0.01,0.00,0.00,0.90,107,97,172,43,549,208,143,88,0.86,0.75,1.34,0.34,4.64,1.65,1.17,0.73
16935,caseload,n,1406,1.42,0.04,0.00,0.00,0.82,59,57,54,54,48,129,361,644,0.47,0.44,0.42,0.43,0.41,1.02,2.97,5.38
16945,subconscious,n,1404,1.41,0.01,0.00,0.00,0.91,266,221,265,56,311,152,66,67,2.14,1.72,2.07,0.44,2.63,1.21,0.54,0.56
16955,acceptability,n,1401,1.41,0.07,0.00,0.00,0.73,57,98,2,31,4,68,38,1103,0.46,0.76,0.02,0.25,0.03,0.54,0.31,9.21
16965,interrelated,j,1399,1.41,0.01,0.00,0.00,0.83,90,166,8,39,19,113,53,911,0.72,1.29,0.06,0.31,0.16,0.90,0.44,7.60
16975,jaded,j,1398,1.41,0.03,0.01,0.00,0.95,269,212,114,125,201,211,219,47,2.16,1.65,0.89,0.99,1.70,1.67,1.80,0.39
16985,gape,v,1396,1.41,0.00,0.00,0.00,0.79,32,49,23,5,1096,112,56,23,0.26,0.38,0.18,0.04,9.26,0.89,0.46,0.19
16995,quadruple,v,1395,1.40,0.02,0.00,0.00,0.93,160,153,52,210,35,309,314,162,1.29,1.19,0.41,1.66,0.30,2.45,2.58,1.35
17005,supplementation,n,1394,1.40,0.04,0.00,0.00,0.76,187,325,1,7,1,403,12,458,1.50,2.53,0.01,0.06,0.01,3.20,0.10,3.82
17015,grease,v,1393,1.40,0.16,0.01,0.00,0.92,113,88,235,65,191,421,245,35,0.91,0.68,1.83,0.52,1.61,3.34,2.01,0.29
17025,orphaned,j,1391,1.40,0.06,0.00,0.00,0.95,147,200,105,115,261,218,201,144,1.18,1.56,0.82,0.91,2.21,1.73,1.65,1.20
17035,superimpose,v,1389,1.40,0.05,0.02,0.00,0.93,123,183,38,85,244,217,111,388,0.99,1.42,0.30,0.67,2.06,1.72,0.91,3.24
17045,reprehensible,j,1387,1.40,0.02,0.00,0.00,0.93,362,208,83,306,58,113,153,104,2.91,1.62,0.65,2.43,0.49,0.90,1.26,0.87
17055,forbidding,j,1386,1.40,0.03,0.00,0.00,0.94,102,165,49,75,293,285,205,212,0.82,1.28,0.38,0.59,2.48,2.26,1.68,1.77
17065,gloss,v,1384,1.39,0.02,0.00,0.00,0.94,315,249,46,106,115,163,116,274,2.54,1.94,0.36,0.84,0.97,1.29,0.95,2.29
17075,ethereal,j,1383,1.39,0.07,0.01,0.00,0.93,163,192,71,47,305,317,201,87,1.31,1.49,0.55,0.37,2.58,2.51,1.65,0.73
17085,snob,n,1381,1.39,0.02,0.01,0.00,0.94,238,178,239,106,238,195,155,32,1.92,1.38,1.87,0.84,2.01,1.55,1.27,0.27
17095,defraud,v,1379,1.39,0.01,0.00,0.00,0.92,196,223,87,196,33,161,387,96,1.58,1.73,0.68,1.55,0.28,1.28,3.18,0.80
17105,hegemonic,j,1377,1.39,0.02,0.00,0.00,0.76,74,81,1,16,22,39,11,1133,0.60,0.63,0.01,0.13,0.19,0.31,0.09,9.46
17115,repertory,n,1376,1.39,0.35,0.01,0.00,0.82,64,100,9,54,47,103,821,178,0.52,0.78,0.07,0.43,0.40,0.82,6.74,1.49
17125,additive,n,1375,1.38,0.00,0.00,0.00,0.90,153,238,32,70,50,411,159,262,1.23,1.85,0.25,0.55,0.42,3.26,1.31,2.19
17135,affiliated,j,1373,1.38,0.12,0.00,0.00,0.92,196,292,11,81,19,165,283,326,1.58,2.27,0.09,0.64,0.16,1.31,2.32,2.72
17145,crashing,j,1371,1.38,0.08,0.03,0.00,0.94,191,142,170,91,380,209,147,41,1.54,1.10,1.33,0.72,3.21,1.66,1.21,0.34
17155,kink,n,1370,1.38,0.10,0.00,0.00,0.94,228,179,194,55,214,248,188,64,1.83,1.39,1.51,0.44,1.81,1.97,1.54,0.53
17165,sleigh,n,1369,1.38,0.05,0.02,0.00,0.88,39,72,525,80,325,157,152,19,0.31,0.56,4.10,0.63,2.75,1.25,1.25,0.16
17175,gauze,n,1367,1.38,0.03,0.00,0.00,0.89,59,83,154,49,648,206,84,84,0.47,0.65,1.20,0.39,5.48,1.63,0.69,0.70
17185,extrinsic,j,1365,1.37,0.07,0.00,0.00,0.73,79,105,3,4,12,29,6,1127,0.64,0.82,0.02,0.03,0.10,0.23,0.05,9.41
17195,standby,n,1363,1.37,0.10,0.01,0.00,0.95,146,136,289,168,136,280,173,35,1.18,1.06,2.26,1.33,1.15,2.22,1.42,0.29
17205,prequel,n,1362,1.37,0.00,0.00,0.00,0.72,555,433,21,38,20,178,109,8,4.47,3.37,0.16,0.30,0.17,1.41,0.90,0.07
17215,quarrel,v,1360,1.37,0.01,0.00,0.00,0.92,92,197,106,120,430,150,115,150,0.74,1.53,0.83,0.95,3.63,1.19,0.94,1.25
17225,neocon,n,1357,1.37,0.10,0.00,0.00,0.84,718,428,6,56,4,98,31,16,5.78,3.33,0.05,0.44,0.03,0.78,0.25,0.13
17235,recast,v,1355,1.36,0.02,0.00,0.00,0.92,151,152,60,62,56,274,174,426,1.22,1.18,0.47,0.49,0.47,2.17,1.43,3.56
17245,holocaust,n,1353,1.36,0.00,0.00,0.00,0.92,325,282,113,192,97,125,78,141,2.62,2.19,0.88,1.52,0.82,0.99,0.64,1.18
17255,mosaic,j,1350,1.36,0.52,0.03,0.00,0.90,118,245,31,37,121,302,162,334,0.95,1.90,0.24,0.29,1.02,2.40,1.33,2.79
17265,insurrection,n,1349,1.36,0.10,0.00,0.00,0.92,166,253,67,113,90,210,136,314,1.34,1.97,0.52,0.90,0.76,1.67,1.12,2.62
17275,meld,v,1348,1.36,0.02,0.01,0.00,0.94,116,152,41,70,205,314,285,165,0.93,1.18,0.32,0.55,1.73,2.49,2.34,1.38
17285,abiding,j,1346,1.36,0.02,0.00,0.00,0.94,179,229,38,130,120,226,160,264,1.44,1.78,0.30,1.03,1.01,1.79,1.31,2.20
17295,long-awaited,j,1345,1.35,0.02,0.01,0.00,0.92,123,196,38,138,78,347,346,79,0.99,1.52,0.30,1.09,0.66,2.75,2.84,0.66
17305,psych,v,1343,1.35,0.13,0.01,0.00,0.94,157,109,577,100,124,176,70,30,1.26,0.85,4.51,0.79,1.05,1.40,0.57,0.25
17315,ascension,n,1342,1.35,0.08,0.00,0.00,0.92,265,265,100,31,81,296,153,151,2.13,2.06,0.78,0.25,0.68,2.35,1.26,1.26
17325,windowsill,n,1339,1.35,0.01,0.00,0.00,0.84,32,56,74,33,828,215,69,32,0.26,0.44,0.58,0.26,7.00,1.71,0.57,0.27
17335,laid-back,j,1338,1.35,0.03,0.01,0.00,0.87,87,112,46,74,93,526,381,19,0.70,0.87,0.36,0.59,0.79,4.17,3.13,0.16
17345,plunder,v,1336,1.35,0.02,0.00,0.00,0.94,162,270,113,65,192,223,135,176,1.30,2.10,0.88,0.52,1.62,1.77,1.11,1.47
17355,captivating,j,1333,1.34,0.03,0.00,0.00,0.93,227,337,29,68,105,261,217,89,1.83,2.62,0.23,0.54,0.89,2.07,1.78,0.74
17365,withholding,j,1332,1.34,0.09,0.00,0.00,0.93,180,217,128,147,59,162,208,231,1.45,1.69,1.00,1.17,0.50,1.28,1.71,1.93
17375,desirability,n,1330,1.34,0.06,0.00,0.00,0.81,98,144,8,19,32,111,58,860,0.79,1.12,0.06,0.15,0.27,0.88,0.48,7.18
17385,skit,n,1328,1.27,0.01,0.00,0.00,0.94,179,189,73,200,92,217,216,96,1.44,1.47,0.57,1.59,0.78,1.72,1.77,0.80
17395,encroach,v,1327,1.34,0.01,0.00,0.00,0.94,161,164,45,101,140,235,177,304,1.30,1.28,0.35,0.80,1.18,1.86,1.45,2.54
17405,overseer,n,1326,1.34,0.16,0.01,0.00,0.91,120,227,81,47,303,164,185,199,0.97,1.76,0.63,0.37,2.56,1.30,1.52,1.66
17415,sup,v,1324,1.33,0.40,0.09,0.00,0.90,86,94,340,33,245,172,46,308,0.69,0.73,2.65,0.26,2.07,1.36,0.38,2.57
17425,streaming,j,1322,1.33,0.00,0.00,0.00,0.72,233,167,13,104,93,547,139,26,1.88,1.30,0.10,0.82,0.79,4.34,1.14,0.22
17435,wandering,j,1321,1.33,0.15,0.00,0.00,0.94,147,174,143,37,377,169,105,169,1.18,1.35,1.12,0.29,3.19,1.34,0.86,1.41
17445,whoop,u,1319,1.33,0.33,0.03,0.00,0.90,92,102,567,112,270,115,50,11,0.74,0.79,4.43,0.89,2.28,0.91,0.41,0.09
17455,succinctly,r,1317,1.33,0.02,0.00,0.00,0.93,245,206,27,57,94,179,110,399,1.97,1.60,0.21,0.45,0.79,1.42,0.90,3.33
17465,birthright,n,1315,1.32,0.07,0.01,0.00,0.85,157,240,154,202,158,143,141,120,1.26,1.87,1.20,1.60,1.34,1.13,1.16,1.00
17475,rekindle,v,1313,1.32,0.03,0.00,0.00,0.95,131,152,84,139,114,291,259,143,1.05,1.18,0.66,1.10,0.96,2.31,2.13,1.19
17485,composting,n,1312,1.32,0.14,0.04,0.00,0.54,59,61,5,5,8,161,43,970,0.47,0.47,0.04,0.04,0.07,1.28,0.35,8.10
17495,retainer,n,1310,1.32,0.03,0.01,0.00,0.93,131,124,282,77,293,161,85,157,1.05,0.96,2.20,0.61,2.48,1.28,0.70,1.31
17505,belligerent,j,1309,1.32,0.05,0.00,0.00,0.94,167,204,76,146,209,156,134,217,1.34,1.59,0.59,1.16,1.77,1.24,1.10,1.81
17515,fence,v,1308,1.32,0.05,0.00,0.00,0.95,124,113,207,74,255,229,189,117,1.00,0.88,1.62,0.59,2.16,1.82,1.55,0.98
17525,idiocy,n,1306,1.32,0.02,0.00,0.00,0.89,559,318,45,50,144,91,59,40,4.50,2.47,0.35,0.40,1.22,0.72,0.48,0.33
17535,sober,v,1304,1.31,0.09,0.00,0.00,0.93,102,107,282,105,445,122,96,45,0.82,0.83,2.20,0.83,3.76,0.97,0.79,0.38
17545,wild,r,1302,1.31,0.22,0.01,0.00,0.95,89,128,253,117,298,212,143,62,0.72,1.00,1.98,0.93,2.52,1.68,1.17,0.52
17555,discerning,j,1301,1.31,0.06,0.01,0.00,0.94,220,233,69,40,121,266,115,237,1.77,1.81,0.54,0.32,1.02,2.11,0.94,1.98
17565,widening,j,1300,1.31,0.05,0.00,0.00,0.93,99,167,17,103,139,207,316,252,0.80,1.30,0.13,0.82,1.17,1.64,2.60,2.10
17575,degeneration,n,1299,1.31,0.05,0.00,0.00,0.88,120,169,46,38,38,301,72,515,0.97,1.31,0.36,0.30,0.32,2.39,0.59,4.30
17585,cog,n,1298,1.21,0.15,0.09,0.00,0.91,195,142,120,36,144,312,143,108,1.57,1.10,0.94,0.29,1.22,2.47,1.17,0.90
17595,mobster,n,1296,1.31,0.04,0.01,0.00,0.91,83,202,185,301,117,124,262,22,0.67,1.57,1.44,2.39,0.99,0.98,2.15,0.18
17605,storybook,n,1294,1.30,0.08,0.01,0.00,0.84,77,96,82,115,173,228,206,317,0.62,0.75,0.64,0.91,1.46,1.81,1.69,2.65
17615,included,j,1292,1.30,0.00,0.00,0.00,0.86,157,221,3,25,12,303,81,490,1.26,1.72,0.02,0.20,0.10,2.40,0.67,4.09
17625,cut,j,1290,1.30,0.01,0.01,0.00,0.94,146,137,91,113,171,337,193,102,1.18,1.07,0.71,0.90,1.45,2.67,1.59,0.85
17635,artful,j,1289,1.30,0.15,0.02,0.00,0.93,107,194,43,63,193,284,217,188,0.86,1.51,0.34,0.50,1.63,2.25,1.78,1.57
17645,docking,n,1288,1.30,0.07,0.02,0.00,0.88,69,110,293,51,390,235,101,39,0.56,0.86,2.29,0.40,3.30,1.86,0.83,0.33
17655,nautical,j,1286,1.30,0.11,0.01,0.00,0.90,75,115,116,70,137,423,148,202,0.60,0.89,0.91,0.55,1.16,3.35,1.22,1.69
17665,maximal,j,1284,1.29,0.04,0.00,0.00,0.78,100,221,5,11,19,103,13,812,0.80,1.72,0.04,0.09,0.16,0.82,0.11,6.78
17675,blockage,n,1283,1.29,0.02,0.00,0.00,0.92,114,177,116,142,73,382,114,165,0.92,1.38,0.91,1.13,0.62,3.03,0.94,1.38
17685,revitalization,n,1280,1.29,0.11,0.01,0.00,0.89,127,108,13,62,26,147,415,382,1.02,0.84,0.10,0.49,0.22,1.17,3.41,3.19
17695,guatemalan,j,1279,1.29,1.00,0.01,0.00,0.81,44,54,61,152,114,174,230,450,0.35,0.42,0.48,1.21,0.96,1.38,1.89,3.76
17705,uncompromising,j,1277,1.29,0.02,0.00,0.00,0.94,162,231,55,77,100,236,216,200,1.30,1.80,0.43,0.61,0.85,1.87,1.77,1.67
17715,flourishing,j,1275,1.28,0.01,0.00,0.00,0.91,113,182,21,77,71,276,130,405,0.91,1.42,0.16,0.61,0.60,2.19,1.07,3.38
17725,rigorously,r,1274,1.28,0.01,0.00,0.00,0.92,155,203,14,50,61,241,127,423,1.25,1.58,0.11,0.40,0.52,1.91,1.04,3.53
17735,oncology,n,1273,1.28,0.32,0.00,0.00,0.86,143,103,87,63,37,321,221,298,1.15,0.80,0.68,0.50,0.31,2.55,1.82,2.49
17745,alchemy,n,1271,1.28,0.23,0.01,0.00,0.92,244,172,75,44,154,258,114,210,1.96,1.34,0.59,0.35,1.30,2.05,0.94,1.75
17755,typify,v,1269,1.28,0.01,0.00,0.00,0.90,95,145,12,53,37,233,213,481,0.76,1.13,0.09,0.42,0.31,1.85,1.75,4.02
17765,repugnant,j,1269,1.28,0.04,0.02,0.00,0.93,258,267,122,107,114,132,119,150,2.08,2.08,0.95,0.85,0.96,1.05,0.98,1.25
17775,well-educated,j,1267,1.28,0.01,0.00,0.00,0.94,163,167,50,172,43,184,243,245,1.31,1.30,0.39,1.36,0.36,1.46,2.00,2.05
17785,reassign,v,1266,1.27,0.01,0.00,0.00,0.94,86,145,270,78,131,144,281,131,0.69,1.13,2.11,0.62,1.11,1.14,2.31,1.09
17795,dingy,j,1264,1.27,0.04,0.01,0.00,0.88,95,85,61,38,629,147,167,42,0.76,0.66,0.48,0.30,5.32,1.17,1.37,0.35
17805,headway,n,1263,1.27,0.02,0.01,0.00,0.95,179,131,93,203,127,187,198,145,1.44,1.02,0.73,1.61,1.07,1.48,1.63,1.21
17815,tint,n,1261,1.27,0.07,0.01,0.00,0.87,102,115,44,32,254,540,94,80,0.82,0.89,0.34,0.25,2.15,4.28,0.77,0.67
17825,mirage,n,1260,1.27,0.10,0.01,0.00,0.93,129,126,113,61,368,197,144,122,1.04,0.98,0.88,0.48,3.11,1.56,1.18,1.02
17835,authoritarianism,n,1258,1.27,0.07,0.00,0.00,0.83,149,119,3,55,10,128,118,676,1.20,0.93,0.02,0.44,0.08,1.02,0.97,5.64
17845,multimillion-dollar,j,1256,1.26,0.01,0.00,0.00,0.87,34,40,59,108,32,357,576,49,0.27,0.31,0.46,0.86,0.27,2.83,4.73,0.41
17855,aural,j,1254,1.26,0.07,0.00,0.00,0.79,61,106,14,17,70,101,71,814,0.49,0.82,0.11,0.13,0.59,0.80,0.58,6.80
17865,timeframe,n,1253,1.26,0.01,0.00,0.00,0.90,344,330,37,147,17,76,62,240,2.77,2.57,0.29,1.17,0.14,0.60,0.51,2.00
17875,pluralistic,j,1252,1.26,0.06,0.00,0.00,0.82,91,82,1,84,5,158,91,740,0.73,0.64,0.01,0.67,0.04,1.25,0.75,6.18
17885,trailhead,n,1250,1.26,0.02,0.01,0.00,0.74,30,64,9,8,86,857,190,6,0.24,0.50,0.07,0.06,0.73,6.80,1.56,0.05
17895,purr,v,1248,1.26,0.03,0.00,0.00,0.86,54,80,123,19,738,158,68,8,0.43,0.62,0.96,0.15,6.24,1.25,0.56,0.07
17905,humbling,j,1247,1.26,0.02,0.00,0.00,0.94,235,175,60,182,65,226,240,64,1.89,1.36,0.47,1.44,0.55,1.79,1.97,0.53
17915,unproven,j,1245,1.25,0.01,0.00,0.00,0.93,276,212,43,113,31,233,238,99,2.22,1.65,0.34,0.90,0.26,1.85,1.95,0.83
17925,radial,j,1244,1.25,0.10,0.00,0.00,0.84,84,153,65,21,90,221,33,577,0.68,1.19,0.51,0.17,0.76,1.75,0.27,4.82
17935,fluorescence,n,1243,1.25,0.07,0.00,0.00,0.64,40,174,11,2,63,159,11,783,0.32,1.35,0.09,0.02,0.53,1.26,0.09,6.54
17945,accredit,v,1242,1.25,0.03,0.00,0.00,0.90,119,241,21,64,11,126,229,431,0.96,1.87,0.16,0.51,0.09,1.00,1.88,3.60
17955,daydream,v,1240,1.25,0.03,0.00,0.00,0.94,130,146,150,51,395,183,101,84,1.05,1.14,1.17,0.40,3.34,1.45,0.83,0.70
17965,know,n,1240,1.25,0.03,0.00,0.00,0.83,269,194,195,234,78,135,78,57,2.16,1.51,1.52,1.86,0.66,1.07,0.64,0.48
17975,consign,v,1238,1.25,0.02,0.00,0.00,0.94,153,175,37,46,187,257,157,226,1.23,1.36,0.29,0.36,1.58,2.04,1.29,1.89
17985,forte,n,1237,1.25,0.50,0.03,0.00,0.87,171,111,89,90,84,171,318,203,1.38,0.86,0.69,0.71,0.71,1.36,2.61,1.69
17995,ballplayer,n,1236,1.24,0.03,0.01,0.00,0.90,82,73,141,136,116,244,409,35,0.66,0.57,1.10,1.08,0.98,1.94,3.36,0.29
18005,vending,j,1234,1.24,0.02,0.00,0.00,0.71,94,288,253,62,244,114,134,45,0.76,2.24,1.98,0.49,2.06,0.90,1.10,0.38
